property_id,location,property_type,bedrooms,bathrooms,square_feet,year_built,parking,furnished_status,amenities,latitude,longitude,price
246,Kisumu,Villa,4,2,1031,2019,1,Semi-Furnished,"Parking, Pool",-0.067343,34.811275,7327082
247,Wajir,Townhouse,3,4,1017,2022,1,Semi-Furnished,"Parking, Garden, Pool, Gym",1.760232,40.057166,3676236
248,Garissa,Apartment,2,2,451,2018,0,Semi-Furnished,"Garden, Gym, Security, Pool",-0.459783,39.695022,2579746
249,Mombasa,Apartment,5,1,1785,2023,1,Furnished,"Parking, Playground, Pool",-4.013358,39.661606,18065471
250,Nakuru,Townhouse,5,2,590,2019,2,Unfurnished,Pool,-0.325512,36.080568,5690053
251,Wajir,House,4,1,3481,2018,0,Semi-Furnished,Parking,1.778408,40.046648,16064500
252,Naivasha,Apartment,3,4,3667,2020,2,Unfurnished,"Pool, Garden",-0.727361,36.39551,27580463
253,Malindi,Bungalow,5,3,1490,2024,1,Unfurnished,"Parking, Security",-3.198482,40.104848,8346340
254,Nakuru,House,1,3,2819,2021,2,Semi-Furnished,"Gym, Pool, Garden",-0.27192,36.100526,21018671
255,Thika,Apartment,2,5,526,2020,1,Unfurnished,"Garden, Parking, Security",-1.005251,37.092562,2570313
256,Mombasa,Townhouse,1,2,3994,2019,3,Semi-Furnished,"Security, Playground, Pool",-4.067755,39.711951,39408948
257,Kisumu,Bungalow,5,4,484,2019,0,Semi-Furnished,Garden,-0.127129,34.727218,3524806
258,Garissa,House,1,2,974,2020,1,Furnished,"Pool, Playground, Gym, Parking",-0.430543,39.640004,3793992
259,Mombasa,Townhouse,4,1,863,2019,2,Furnished,"Security, Parking",-4.082416,39.701693,7850969
260,Eldoret,House,3,1,3762,2023,2,Semi-Furnished,"Gym, Playground",0.523321,35.263553,21258102
261,Wajir,Townhouse,1,4,728,2021,0,Furnished,"Playground, Pool",1.722537,40.023148,3238408
262,Kisumu,Townhouse,1,4,2270,2024,1,Unfurnished,"Gym, Garden, Security, Playground",-0.089058,34.804323,17993956
263,Thika,House,2,1,1340,2018,2,Furnished,"Gym, Parking, Pool",-1.020564,37.02551,6978926
264,Wajir,Apartment,4,2,1974,2022,1,Unfurnished,"Gym, Pool",1.737604,40.04148,8076096
265,Wajir,Villa,6,4,3763,2021,2,Furnished,Pool,1.761821,40.036104,17418352
266,Kisumu,Apartment,5,3,2523,2023,3,Unfurnished,"Parking, Pool, Playground",-0.059363,34.719893,18393116
267,Malindi,Apartment,4,3,500,2022,3,Furnished,"Garden, Playground",-3.204383,40.134011,3501000
268,Nairobi,Apartment,4,2,2587,2024,3,Semi-Furnished,"Security, Gym",-1.32093,36.823797,32929972
269,Mombasa,Villa,1,3,736,2023,0,Furnished,"Gym, Security, Parking",-4.086432,39.718182,7442630
270,Eldoret,House,6,3,1777,2020,3,Furnished,"Gym, Playground, Parking",0.54086,35.254615,14736035
271,Garissa,Villa,2,1,3731,2023,2,Furnished,"Garden, Parking, Security, Gym",-0.415489,39.681003,14825520
272,Naivasha,Villa,2,2,2705,2024,2,Furnished,Playground,-0.693195,36.421055,18964314
273,Nakuru,Apartment,2,1,2392,2019,3,Semi-Furnished,"Security, Garden, Gym",-0.25322,36.106864,20831239
274,Garissa,Apartment,3,4,3909,2023,2,Furnished,Garden,-0.460119,39.692691,21766273
275,Wajir,Bungalow,6,4,2291,2019,1,Unfurnished,"Security, Parking, Garden",1.727437,40.052645,7820773
276,Naivasha,Townhouse,5,1,809,2019,2,Unfurnished,"Gym, Security, Pool, Parking",-0.681272,36.471347,4687060
277,Wajir,Bungalow,1,3,1008,2018,3,Furnished,Gym,1.792971,40.105324,3840083
278,Nairobi,Townhouse,5,3,3581,2019,3,Semi-Furnished,"Gym, Pool",-1.283308,36.781174,41082756
279,Garissa,Bungalow,5,2,2688,2020,3,Semi-Furnished,"Pool, Security, Playground",-0.469619,39.636948,11044486
280,Mombasa,House,3,5,1750,2019,1,Furnished,"Pool, Garden, Parking, Gym",-4.083672,39.6364,19679500
281,Malindi,House,4,1,1391,2018,0,Unfurnished,"Security, Playground, Garden, Pool",-3.169761,40.119147,11469578
282,Garissa,Villa,5,1,1914,2023,3,Semi-Furnished,"Parking, Gym, Playground, Garden",-0.444169,39.684582,11136672
283,Naivasha,Bungalow,2,4,3677,2020,0,Semi-Furnished,"Playground, Garden",-0.735588,36.418564,27589789
284,Garissa,Townhouse,3,1,1893,2022,2,Furnished,"Garden, Gym, Parking, Playground",-0.408804,39.68103,10187896
285,Wajir,Apartment,3,1,1174,2019,1,Furnished,"Gym, Garden",1.740103,40.074945,5365340
286,Wajir,Apartment,5,2,2572,2019,0,Semi-Furnished,Gym,1.79364,40.103077,8611059
287,Mombasa,Apartment,5,1,1126,2020,2,Semi-Furnished,Garden,-4.073283,39.700924,11366125
288,Nakuru,Bungalow,4,2,2859,2019,2,Semi-Furnished,"Security, Parking",-0.281012,36.114302,16372947
289,Nairobi,Apartment,6,5,3496,2018,2,Semi-Furnished,"Pool, Security, Garden",-1.324461,36.795097,44073459
290,Nakuru,Bungalow,4,4,1336,2023,1,Furnished,Pool,-0.333099,36.051037,8870774
291,Nakuru,House,4,1,1938,2020,2,Unfurnished,"Security, Garden",-0.34003,36.073329,14883449
292,Mombasa,Apartment,2,5,3767,2018,3,Semi-Furnished,Gym,-4.027963,39.7105,37981503
293,Malindi,Townhouse,5,5,870,2018,3,Semi-Furnished,"Playground, Garden, Parking",-3.194975,40.159796,5238890
294,Eldoret,Villa,3,3,1308,2021,0,Unfurnished,Pool,0.529561,35.253685,9708444
295,Naivasha,House,6,4,473,2018,3,Semi-Furnished,Gym,-0.735936,36.417922,3813301
296,Nairobi,House,4,1,561,2022,2,Semi-Furnished,"Playground, Pool",-1.24673,36.804885,6654476
297,Naivasha,House,6,2,3424,2023,3,Unfurnished,Pool,-0.731248,36.436599,18031755
298,Mombasa,Townhouse,6,4,3988,2022,1,Semi-Furnished,Pool,-3.99896,39.713467,29102236
299,Garissa,Bungalow,2,3,404,2021,3,Furnished,"Gym, Parking",-0.500793,39.632429,1784811
300,Mombasa,Apartment,4,2,3548,2020,0,Furnished,"Security, Parking",-4.029506,39.704824,29905167
301,Nairobi,Villa,4,5,1344,2018,3,Furnished,"Garden, Gym, Parking, Pool",-1.266083,36.846763,13231436
302,Eldoret,House,6,5,2285,2018,2,Semi-Furnished,"Gym, Pool, Parking, Playground",0.562862,35.266337,16300235
303,Nairobi,Bungalow,5,5,3884,2024,3,Furnished,"Pool, Parking",-1.326712,36.836963,40185158
304,Kisumu,Bungalow,3,4,997,2018,3,Furnished,"Gym, Pool, Security",-0.137104,34.786089,8448680
305,Nairobi,House,2,2,2668,2024,2,Semi-Furnished,Parking,-1.276686,36.790913,32502009
306,Malindi,Bungalow,5,1,1846,2018,0,Furnished,Gym,-3.168683,40.159477,12738980
307,Eldoret,Villa,6,2,1376,2022,3,Furnished,Gym,0.568029,35.310022,9665088
308,Garissa,Bungalow,4,4,3765,2024,2,Unfurnished,"Playground, Garden, Pool",-0.503288,39.661395,14078245
309,Nairobi,Bungalow,5,1,1955,2023,1,Furnished,Garden,-1.290972,36.839047,24723232
310,Eldoret,Villa,6,2,1378,2022,1,Unfurnished,"Pool, Security",0.540149,35.310369,8993398
311,Naivasha,Townhouse,4,4,2552,2020,3,Furnished,"Gym, Pool, Garden",-0.753852,36.408763,13651770
312,Nakuru,Townhouse,3,3,2275,2020,3,Semi-Furnished,"Garden, Parking",-0.295837,36.040324,16073257
313,Malindi,Villa,2,1,3133,2019,2,Furnished,Playground,-3.262406,40.166302,18806887
314,Garissa,Villa,6,2,3060,2024,1,Furnished,"Gym, Pool",-0.424084,39.649651,14126730
315,Mombasa,Townhouse,2,4,3170,2018,3,Furnished,"Garden, Pool",-4.001287,39.652566,34949540
316,Mombasa,Bungalow,3,5,852,2023,2,Semi-Furnished,"Pool, Gym, Parking",-4.063292,39.675531,7254024
317,Kisumu,Villa,3,3,2014,2022,2,Unfurnished,"Security, Garden, Parking, Playground",-0.119668,34.791397,18208488
318,Kisumu,Bungalow,2,1,3942,2023,3,Furnished,Gym,-0.09703,34.773073,24400726
319,Mombasa,Apartment,3,4,607,2022,2,Unfurnished,"Garden, Security",-3.996679,39.701259,5923976
320,Naivasha,Villa,2,1,517,2022,1,Unfurnished,"Garden, Gym",-0.703901,36.384271,3761819
321,Malindi,House,2,4,3924,2021,0,Unfurnished,Garden,-3.250654,40.083196,28378244
322,Kisumu,House,3,5,535,2023,2,Unfurnished,"Pool, Gym, Playground",-0.102008,34.793416,4890300
323,Thika,Villa,3,4,1754,2019,1,Unfurnished,"Parking, Gym, Security, Garden",-1.000123,37.087153,12867234
324,Wajir,House,4,2,2655,2018,0,Semi-Furnished,"Playground, Security, Gym",1.703628,40.08803,12205723
325,Wajir,Townhouse,2,2,3964,2022,1,Furnished,"Parking, Security, Gym, Playground",1.786109,40.105986,19224821
326,Mombasa,House,5,4,3959,2023,1,Semi-Furnished,"Gym, Security, Garden",-4.013365,39.716454,38943473
327,Thika,Townhouse,5,2,1535,2020,3,Unfurnished,Pool,-1.026235,37.046631,8601116
328,Mombasa,Villa,3,5,579,2020,1,Unfurnished,Garden,-4.080782,39.6365,5604566
329,Malindi,Apartment,1,3,2196,2023,1,Unfurnished,Security,-3.230731,40.070438,16275736
330,Nakuru,Bungalow,5,4,2616,2022,0,Furnished,"Parking, Playground",-0.295592,36.046707,21040308
331,Malindi,Bungalow,2,5,2875,2023,0,Semi-Furnished,Playground,-3.221039,40.11142,14724500
332,Eldoret,Bungalow,5,2,519,2023,1,Unfurnished,"Parking, Security, Pool",0.569957,35.221252,3309347
333,Wajir,Apartment,3,1,1952,2018,1,Unfurnished,"Parking, Gym, Security, Garden",1.742575,40.031553,8342630
334,Nakuru,Villa,6,2,1648,2021,0,Unfurnished,Security,-0.258977,36.117663,10767995
335,Garissa,Villa,5,2,2734,2020,3,Furnished,"Security, Gym, Pool",-0.419784,39.701828,10118758
336,Nairobi,House,1,2,3275,2020,1,Unfurnished,"Security, Gym",-1.312701,36.838446,39950200
337,Malindi,Villa,6,2,796,2024,1,Unfurnished,Parking,-3.171182,40.156635,4839496
338,Mombasa,Villa,1,5,691,2020,2,Semi-Furnished,"Playground, Garden, Pool",-4.030415,39.67295,5019229
339,Nairobi,House,1,5,1626,2018,0,Semi-Furnished,"Garden, Parking",-1.31992,36.855385,16752841
340,Garissa,Townhouse,6,2,1563,2022,3,Furnished,Gym,-0.506606,39.628473,7686485
341,Thika,Villa,4,4,2340,2023,0,Furnished,"Parking, Garden",-0.985491,37.078271,11911396
342,Malindi,Townhouse,1,1,3177,2020,0,Unfurnished,"Garden, Security",-3.24128,40.067209,19225540
343,Mombasa,Townhouse,5,3,1160,2023,2,Semi-Furnished,"Gym, Security, Playground",-4.06381,39.657454,11374304
344,Kisumu,Villa,5,5,2925,2021,3,Semi-Furnished,Security,-0.128456,34.760071,24873440
345,Garissa,Villa,5,5,1104,2023,2,Furnished,"Gym, Parking, Garden, Playground",-0.450263,39.622936,4714851
346,Garissa,Villa,6,4,2744,2020,0,Unfurnished,"Parking, Pool",-0.411014,39.642686,14752454
347,Garissa,Apartment,1,5,1631,2021,3,Furnished,Garden,-0.496402,39.678732,9030377
348,Eldoret,Apartment,3,1,1672,2020,3,Semi-Furnished,"Parking, Security",0.567619,35.28619,12114352
349,Malindi,Apartment,5,5,1018,2019,2,Unfurnished,"Security, Playground, Pool",-3.233791,40.159755,7353176
350,Mombasa,Apartment,3,5,928,2022,0,Unfurnished,"Gym, Security, Playground",-4.058341,39.663377,7966579
351,Eldoret,Villa,1,5,925,2018,1,Unfurnished,"Garden, Pool",0.516582,35.239545,6676750
352,Malindi,Apartment,4,4,1698,2023,0,Semi-Furnished,"Playground, Gym",-3.183703,40.078321,13510258
353,Nakuru,Townhouse,3,5,1619,2023,3,Semi-Furnished,"Parking, Gym, Playground",-0.310843,36.100679,12933704
354,Malindi,Villa,3,3,2127,2018,2,Unfurnished,"Garden, Parking, Pool",-3.220839,40.070543,16027038
355,Garissa,Apartment,1,1,1942,2024,2,Furnished,"Parking, Garden",-0.433088,39.654721,8790644
356,Eldoret,Villa,1,5,3954,2021,2,Furnished,"Pool, Parking",0.568774,35.300979,25460956
357,Nakuru,House,1,5,1400,2024,0,Semi-Furnished,"Gym, Playground, Security",-0.307182,36.039965,9601800
358,Nairobi,Villa,6,4,2790,2018,0,Semi-Furnished,Security,-1.275757,36.801398,32312256
359,Eldoret,Villa,2,5,2041,2021,3,Semi-Furnished,"Garden, Gym, Security",0.495098,35.248826,14019611
360,Kisumu,Villa,5,4,1335,2020,2,Furnished,Pool,-0.116714,34.80197,12611120
361,Malindi,Villa,5,1,1083,2022,0,Furnished,Gym,-3.251899,40.104091,8503370
362,Nairobi,Bungalow,3,3,3440,2019,2,Furnished,Gym,-1.29043,36.814696,31898464
363,Eldoret,House,1,4,3634,2021,2,Semi-Furnished,"Parking, Playground, Pool",0.55445,35.251258,28383422
364,Thika,Bungalow,2,4,1201,2019,2,Unfurnished,Pool,-1.014671,37.084813,7452839
365,Nairobi,Bungalow,2,1,2868,2019,2,Semi-Furnished,"Pool, Garden, Parking, Security",-1.268485,36.862995,33707417
366,Malindi,Villa,4,1,2498,2021,1,Semi-Furnished,"Pool, Gym",-3.17913,40.126925,17323950
367,Garissa,Villa,4,4,401,2021,0,Furnished,"Garden, Parking",-0.465389,39.688972,2413461
368,Mombasa,House,5,3,3062,2020,3,Semi-Furnished,Security,-4.032496,39.648665,31926530
369,Nakuru,Townhouse,2,5,811,2021,3,Semi-Furnished,Security,-0.290203,36.085998,6830979
370,Eldoret,Bungalow,5,3,780,2021,1,Semi-Furnished,Gym,0.540529,35.236462,4687040
371,Garissa,House,1,3,3789,2018,2,Semi-Furnished,Security,-0.40767,39.663602,18361085
372,Malindi,House,2,3,2571,2019,0,Semi-Furnished,"Security, Parking, Garden, Pool",-3.205763,40.132636,14168243
373,Wajir,Townhouse,3,2,2458,2024,3,Unfurnished,"Security, Parking, Pool, Garden",1.7998,40.092042,11505530
374,Nakuru,Townhouse,6,1,2247,2021,0,Semi-Furnished,Pool,-0.321774,36.072729,15398067
375,Thika,Villa,4,3,3682,2022,0,Furnished,"Gym, Parking",-1.036705,37.026592,22297590
376,Kisumu,Bungalow,6,2,1745,2024,1,Furnished,"Playground, Parking, Gym, Pool",-0.136091,34.767036,16998114
377,Mombasa,Bungalow,2,1,3860,2023,0,Semi-Furnished,"Playground, Gym, Parking, Pool",-4.070074,39.675699,38741328
378,Mombasa,Bungalow,3,3,2826,2022,0,Semi-Furnished,"Playground, Pool, Gym, Garden",-4.011121,39.683503,31088704
379,Nakuru,Townhouse,3,3,3918,2020,2,Semi-Furnished,"Pool, Garden, Playground, Parking",-0.262636,36.127678,24878789
380,Naivasha,Apartment,2,2,1065,2024,2,Furnished,"Playground, Garden",-0.73229,36.458919,8022851
381,Garissa,Apartment,2,5,1657,2022,0,Unfurnished,"Security, Parking, Playground",-0.414917,39.63512,6207122
382,Wajir,Villa,5,2,2070,2018,3,Furnished,"Garden, Parking, Security",1.749651,40.03482,10170212
383,Malindi,House,4,2,867,2021,2,Unfurnished,"Gym, Parking, Security",-3.248504,40.068894,6676213
384,Eldoret,Apartment,6,4,1259,2021,3,Unfurnished,"Gym, Pool, Playground",0.517894,35.265712,8905623
385,Naivasha,Apartment,1,2,3860,2019,2,Unfurnished,"Security, Pool, Gym, Garden",-0.692747,36.42824,24606561
386,Eldoret,Townhouse,2,4,3177,2022,3,Unfurnished,"Parking, Garden, Gym",0.494091,35.291555,23954429
387,Eldoret,Apartment,3,3,3030,2021,0,Unfurnished,"Parking, Playground",0.475506,35.319787,17440710
388,Garissa,Townhouse,1,3,2545,2024,3,Semi-Furnished,Security,-0.433066,39.667555,13112076
389,Eldoret,Villa,5,5,577,2024,3,Unfurnished,"Security, Garden, Gym, Parking",0.502697,35.27434,4657862
390,Malindi,House,3,4,3950,2021,2,Furnished,"Garden, Security, Gym, Parking",-3.245078,40.166125,21156000
391,Naivasha,Apartment,6,5,2028,2018,0,Semi-Furnished,"Garden, Parking, Gym",-0.692742,36.392951,12643176
392,Thika,Bungalow,5,4,2359,2021,0,Unfurnished,"Gym, Security, Garden",-1.031241,37.053616,17304336
393,Malindi,Bungalow,1,4,2705,2019,1,Unfurnished,"Gym, Security",-3.171511,40.132856,16330000
394,Garissa,House,2,4,3993,2018,2,Unfurnished,"Parking, Playground, Pool, Security",-0.480914,39.671734,21744630
395,Naivasha,Townhouse,3,4,927,2018,3,Unfurnished,"Garden, Parking",-0.736218,36.459222,6934817
396,Mombasa,House,6,2,1142,2022,3,Semi-Furnished,"Pool, Parking",-4.032838,39.685985,10130446
397,Wajir,Apartment,3,4,1712,2019,2,Furnished,"Parking, Garden, Gym, Security",1.706392,40.054596,7029187
398,Garissa,Villa,4,4,2829,2018,2,Unfurnished,Parking,-0.47328,39.64099,13838315
399,Kisumu,Apartment,1,2,3044,2020,3,Semi-Furnished,"Parking, Pool, Garden, Gym",-0.050037,34.809882,27108803
400,Nakuru,House,4,1,1481,2020,2,Furnished,Garden,-0.266769,36.062225,10546034
401,Mombasa,Townhouse,2,4,560,2021,3,Furnished,"Security, Playground",-3.999794,39.708458,5424576
402,Thika,Apartment,2,1,3733,2019,3,Semi-Furnished,"Parking, Gym",-1.016227,37.05246,21581130
403,Garissa,Apartment,3,4,422,2018,2,Unfurnished,Parking,-0.42737,39.692749,2428061
404,Wajir,House,4,1,2970,2020,1,Unfurnished,Gym,1.769889,40.039744,12820540
405,Nakuru,Apartment,5,3,814,2018,1,Furnished,Pool,-0.338425,36.069042,5895680
406,Malindi,Townhouse,5,2,1348,2019,1,Unfurnished,"Security, Gym",-3.201909,40.121851,10763672
407,Thika,Apartment,4,4,471,2023,1,Unfurnished,Parking,-1.041493,37.115653,2664473
408,Kisumu,Apartment,4,3,1213,2023,0,Unfurnished,"Gym, Garden, Parking",-0.053778,34.776679,8385421
409,Malindi,Townhouse,3,1,3668,2024,1,Semi-Furnished,"Garden, Playground, Parking",-3.238252,40.106814,20778444
410,Garissa,Apartment,3,1,1024,2019,3,Unfurnished,"Parking, Garden, Playground, Security",-0.433701,39.670127,5595001
411,Garissa,House,4,5,932,2022,0,Semi-Furnished,Gym,-0.415598,39.61344,4919827
412,Garissa,Villa,6,1,1497,2019,1,Unfurnished,"Playground, Garden, Security",-0.413618,39.628271,6036505
413,Malindi,Townhouse,6,1,3155,2020,2,Furnished,"Pool, Playground, Gym, Parking",-3.230115,40.146963,18542485
414,Nakuru,House,3,3,3665,2022,1,Furnished,"Gym, Pool",-0.35049,36.070064,29693666
415,Naivasha,House,3,2,738,2020,2,Semi-Furnished,Playground,-0.745565,36.432995,4913939
416,Nakuru,Townhouse,5,2,2101,2018,3,Unfurnished,Security,-0.254835,36.126699,14211756
417,Malindi,Apartment,3,2,2357,2023,3,Furnished,"Gym, Playground",-3.254404,40.081236,14418430
418,Mombasa,Villa,2,3,1046,2024,2,Furnished,"Parking, Playground, Gym, Garden",-4.001183,39.657422,9109409
419,Wajir,Townhouse,2,3,3411,2019,2,Furnished,"Garden, Parking",1.760248,40.046989,14055482
420,Eldoret,Villa,6,1,867,2022,0,Unfurnished,Garden,0.495468,35.237803,7375605
421,Nairobi,House,1,3,643,2022,1,Semi-Furnished,"Security, Pool, Playground, Gym",-1.303946,36.816392,8171964
422,Kisumu,Bungalow,5,2,3599,2019,3,Unfurnished,"Garden, Pool, Playground, Gym",-0.10228,34.808319,22655444
423,Naivasha,Apartment,3,5,2514,2020,2,Semi-Furnished,"Parking, Security, Garden, Pool",-0.722533,36.466696,17863558
424,Nakuru,Bungalow,5,2,1488,2022,2,Unfurnished,"Pool, Playground",-0.283614,36.10572,12798915
425,Eldoret,Bungalow,4,1,504,2020,1,Semi-Furnished,"Garden, Parking, Security, Gym",0.522739,35.303902,4226872
426,Naivasha,Apartment,1,2,3917,2021,1,Furnished,"Security, Gym",-0.718222,36.477305,29162181
427,Nakuru,Apartment,4,3,3072,2018,2,Semi-Furnished,Security,-0.33763,36.042796,20766438
428,Wajir,Apartment,2,3,2772,2024,2,Semi-Furnished,"Parking, Security",1.79697,40.053577,12442815
429,Naivasha,House,4,5,2550,2024,2,Furnished,Parking,-0.754035,36.433074,13767355
430,Mombasa,House,2,2,1774,2021,2,Semi-Furnished,Playground,-4.038054,39.646455,16519735
431,Kisumu,House,6,5,1542,2020,3,Furnished,"Playground, Pool, Garden",-0.056369,34.754902,14196739
432,Wajir,Villa,1,5,659,2023,2,Furnished,Gym,1.711083,40.019969,3090014
433,Nairobi,Apartment,6,1,1143,2023,1,Unfurnished,Playground,-1.302109,36.862908,12763348
434,Mombasa,House,4,3,1331,2022,3,Semi-Furnished,"Playground, Parking, Gym, Garden",-4.025939,39.704306,12055567
435,Nakuru,Villa,3,2,2554,2019,0,Semi-Furnished,Playground,-0.281473,36.105684,18931940
436,Wajir,House,4,2,3061,2019,2,Unfurnished,"Pool, Gym, Garden",1.790933,40.063146,10016437
437,Malindi,Villa,6,5,3302,2022,1,Semi-Furnished,"Security, Parking",-3.254997,40.149464,26514096
438,Naivasha,Apartment,6,4,3088,2023,3,Semi-Furnished,"Playground, Pool, Parking, Garden",-0.688303,36.453271,23573021
439,Kisumu,House,3,1,3082,2019,3,Semi-Furnished,"Gym, Pool, Security, Garden",-0.065603,34.733827,28123063
440,Thika,Bungalow,6,2,1526,2023,0,Unfurnished,Parking,-1.032143,37.065404,9245553
441,Nairobi,Townhouse,1,4,1518,2022,0,Unfurnished,"Gym, Garden, Playground, Parking",-1.320749,36.851082,13079507
442,Naivasha,Townhouse,5,2,3049,2020,3,Semi-Furnished,Playground,-0.755538,36.465362,16164542
443,Kisumu,Townhouse,6,5,2211,2019,2,Semi-Furnished,"Pool, Playground",-0.122647,34.764039,17843146
444,Naivasha,Apartment,6,5,1135,2021,1,Unfurnished,Parking,-0.711199,36.446793,8723535
445,Kisumu,Villa,3,4,974,2021,3,Furnished,Parking,-0.073221,34.768173,7083715
446,Malindi,Townhouse,5,2,3724,2019,3,Semi-Furnished,"Playground, Security",-3.249561,40.0938,23004132
447,Malindi,Townhouse,2,2,1140,2024,0,Semi-Furnished,"Playground, Garden, Parking",-3.252085,40.078203,6589700
448,Nairobi,Bungalow,2,3,654,2022,1,Furnished,"Playground, Gym",-1.281411,36.823227,7751868
449,Naivasha,Villa,4,1,1588,2022,2,Semi-Furnished,Garden,-0.730127,36.411732,10141030
450,Thika,Bungalow,4,5,3126,2020,1,Unfurnished,Parking,-1.022205,37.086235,18509855
451,Wajir,Apartment,3,2,2040,2019,0,Semi-Furnished,"Gym, Playground, Security, Pool",1.777392,40.103731,9060168
452,Kisumu,Apartment,4,3,1601,2018,1,Furnished,"Security, Gym",-0.083457,34.788707,10451718
453,Garissa,House,1,3,1354,2022,2,Unfurnished,"Parking, Security",-0.427168,39.626801,5063628
454,Eldoret,Bungalow,6,5,2401,2021,2,Semi-Furnished,Garden,0.510895,35.260428,16156079
455,Thika,House,1,3,1434,2024,2,Semi-Furnished,"Security, Parking, Gym, Playground",-1.016234,37.061571,8668293
456,Nakuru,Bungalow,6,5,2911,2022,1,Semi-Furnished,"Garden, Playground, Security",-0.327164,36.069242,21477692
457,Eldoret,Townhouse,6,1,842,2018,3,Semi-Furnished,"Security, Pool, Playground",0.538189,35.296467,5366562
458,Nakuru,Townhouse,3,3,474,2020,0,Furnished,"Gym, Security, Pool",-0.264851,36.102227,3551971
